id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
fire-giant,5e,SRD 5.1,Fire Giant,,"Actions.
Multiattack. The giant makes two greatsword attacks.
Greatsword. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 28 (6d6 + 7) slashing damage.
Rock. Ranged Weapon Attack: +11 to hit, range 60/240 ft., one target. Hit: 29 (4d10 + 7) bludgeoning damage.",,,huge,giant,lawful evil,18,162,13d12 + 78,30 ft.,25,9,23,10,14,13,9,passive Perception 16,,"Athletics +11, Perception +6"
frost-giant,5e,SRD 5.1,Frost Giant,,"Actions.
Multiattack. The giant makes two greataxe attacks.
Greataxe. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage.
Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",,,huge,giant,neutral evil,15,138,12d12 + 60,40 ft.,23,9,21,9,10,12,8,passive Perception 13,,"Athletics +9, Perception +3"
hill-giant,5e,SRD 5.1,Hill Giant,,"Actions.
Multiattack. The giant makes two greatclub attacks.
Greatclub. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit:18 (3d8 + 5) bludgeoning damage.
Rock. Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit:21 (3d10 + 5) bludgeoning damage.",,,huge,giant,chaotic evil,13,105,10d12 + 40,40 ft.,21,8,19,5,9,6,5,passive Perception 12,,Perception +2
stone-giant,5e,SRD 5.1,Stone Giant,,"Stone Camouflage. The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.
Actions.
Multiattack. The giant makes two greatclub attacks.
Greatclub. Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit:19 (3d8 + 6) bludgeoning damage.
Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit:28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.
Rock Catching. If a rock or similar object is hurled at the giant, the giant can, with a successful DC 10 Dexterity saving throw, catch the missile and take no bludgeoning damage from it.",,,huge,giant,neutral,17,126,11d12 + 55,40 ft.,23,15,20,10,12,9,7,"darkvision 60 ft., passive Perception 14",,"Athletics +12, Perception +4"
storm-giant,5e,SRD 5.1,Storm Giant,,"Amphibious. The giant can breathe air and water.
Innate Spellcasting. The giant’s innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components: At will: detect magic, feather fall, levitate, light3/day each: control weather, water breathing
Actions.
Multiattack. The giant makes two greatsword attacks.
Greatsword. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 30 (6d6 + 9) slashing damage.
Rock. Ranged Weapon Attack: +14 to hit, range 60/240 ft., one target. Hit: 35 (4d12 + 9) bludgeoning damage.
Lightning Strike (Recharge 5-6). The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw, taking 54 (12d8) lightning damage on a failed save, or half as much damage on a successful one.",,,huge,giant,chaotic good,16,230,20d12 + 100,"50 ft., swim 50 ft.",29,14,20,16,18,18,13,passive Perception 19,,"Arcana +8, Athletics +14, History +8, Perception +9"
gibbering-mouther,5e,SRD 5.1,Gibbering Mouther,,"Aberrant Ground. The ground in a 10--foot radius around the mouther is dough like difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn.
Gibbering. The mouther babbles incoherently while it can see any creature and isn’t incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure, the creature can’t take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can’t make such an attack.
Actions.
Multiattack. The gibbering mouther makes one bite attack and, if it can, uses its Blinding Spittle.
Bites. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit:17 (5d6) piercing damage. If the target is Medium or smaller, it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage, it is absorbed into the mouther.
Blinding Spittle (Recharge 5-6). The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther’s next turn.",,,medium,aberration,neutral,9,67,9d8 + 27,"10 ft., swim 10 ft.",10,8,16,3,10,6,2,"darkvision 60 ft., passive Perception 10",,
gnoll,5e,SRD 5.1,Gnoll,,"Rampage. When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.
Actions.
Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.
Spear. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2)piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.
Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",,,medium,humanoid,chaotic evil,15,22,5d8,30 ft.,14,12,11,6,10,7,1/2,"darkvision 60 ft., passive Perception 10",,
gnome-deep,5e,SRD 5.1,"Gnome, Deep (Svirfneblin)",,"Stone Camouflage. The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.
Gnome Cunning. The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.
Innate Spellcasting. The gnome’s innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components: At will: non detection (self only) 1/day each: blindness/deafness, blur, disguise self
Actions.
War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.
Poisoned Dart. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,small,humanoid,neutral good,15,16,3d6 + 6,20 ft.,15,14,14,12,10,9,1/2,"darkvision 120 ft., passive Perception 12",,"Investigation +3, Perception +2, Stealth +4"
goblin,5e,SRD 5.1,Goblin,,"Nimble Escape. The goblin can take the Disengage or Hide action as a bonus action on each of its turns.
Actions.
Scimitar. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:5 (1d6 + 2) slashing damage.
Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit:5 (1d6 + 2) piercing damage.",,,small,humanoid,neutral evil,15,7,2d6,30 ft.,8,14,10,10,8,8,1/4,"darkvision 60 ft., passive Perception 9",,Stealth +6
clay-golem,5e,SRD 5.1,Clay Golem,,"Acid Absorption . Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt.
Berserk. Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points.
Immutable Form. The golem is immune to any spell or effect that would alter its form.
Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.
Magic Weapons. The golem’s weapon attacks are magical.
Actions.
Multiattack. The golem makes two slam attacks.
Slam. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this attack reduces its hit point maximum to 0. The reduction lasts until removed by the greater restoration spell or other magic.
Haste (Recharge 5-6). Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam attack as a bonus action.",,,large,construct,unaligned,14,133,14d10 + 56,20 ft.,20,9,18,3,8,1,9,"darkvision 60 ft., passive Perception 9",,
flesh-golem,5e,SRD 5.1,Flesh Golem,,"Berserk. Whenever the golem starts its turn with 40 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points. The golem’s creator, if within 60 feet of the berserk golem, can try to calm it by speaking firmly and persuasively. The golem must be able to hear its creator, who must take an action to make a DC 15 Charisma (Persuasion) check. If the check succeeds, the golem ceases being berserk. If it takes damage while still at 40 hit points or fewer, the golem might go berserk again.
Aversion of Fire. If the golem takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn.
Immutable Form. The golem is immune to any spell or effect that would alter its form.
Lightning Absorption . Whenever the golem is subjected to lightning damage, it takes no damage and instead regains a number of hit points equal to the lightning damage dealt.
Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.
Magic Weapons. The golem’s weapon attacks are magical.
Actions.
Multiattack. The golem makes two slam attacks.
Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit:13 (2d8 + 4) bludgeoning damage.",,,medium,construct,neutral,9,93,11d8 + 44,30 ft.,19,9,18,6,10,5,5,"darkvision 60 ft., passive Perception 10",,
iron-golem,5e,SRD 5.1,Iron Golem,,"Fire Absorption . Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt.
Immutable Form. The golem is immune to any spell or effect that would alter its form.
Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.
Magic Weapons. The golem’s weapon attacks are magical.
Actions.
Multiattack. The golem makes two melee attacks.
Slam. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.
Sword. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 23 (3d10 + 7) slashing damage.
Poison Breath (Recharge 6). The golem exhales poisonous gas in a 15--foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",,,large,construct,unaligned,20,210,20d10 + 100,30 ft.,24,9,20,3,11,1,16,"darkvision 120 ft., passive Perception 10",,
stone-golem,5e,SRD 5.1,Stone Golem,,"Immutable Form. The golem is immune to any spell or effect that would alter its form.
Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.
Magic Weapons. The golem’s weapon attacks are magical.
Actions.
Multiattack. The golem makes two slam attacks.
Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit:19 (3d8 + 6) bludgeoning damage.
Slow (Recharge 5-6). The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can’t use reactions, its speed is halved, and it can’t make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,large,construct,unaligned,17,178,17d10 + 85,30 ft.,22,9,20,3,11,1,10,"darkvision 120 ft., passive Perception 10",,
gorgon,5e,SRD 5.1,Gorgon,,"Trampling Charge. If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.
Actions.
Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.
Hooves. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.
Petrifying Breath (Recharge 5-6). The gorgon exhales petrifying gas in a 30--foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restorationspell or other magic.",,,large,monstrosity,unaligned,19,114,12d10 + 48,40 ft.,20,11,18,2,12,7,5,"darkvision 60 ft., passive Perception 14",,Perception +4
grick,5e,SRD 5.1,Grick,,"Stone Camouflage. The grick has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.
Actions.
Multiattack. The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.
Tentacles. Melee Weapon Attack:+4 to hit, reach 5 ft., one target. Hit:9 (2d6 + 2) slashing damage.
Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:5 (1d6 + 2) piercing damage.",,,medium,monstrosity,neutral,14,27,6d8,"30 ft., climb 30 ft.",14,14,11,3,14,5,2,"darkvision 60 ft., passive Perception 12",,
griffon,5e,SRD 5.1,Griffon,,"Keen Sight. The griffon has advantage on Wisdom (Perception) checks that rely on sight.
Actions.
Multiattack. The griffon makes two attacks: one with its beak and one with its claws.
Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:8 (1d8 + 4) piercing damage. 
Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:11 (2d6 + 4) slashing damage.",,,large,monstrosity,unaligned,12,59,7d10 + 21,"30 ft., fly 80 ft.",18,15,16,2,13,8,2,"darkvision 60 ft., passive Perception 15",,Perception +5
grimlock,5e,SRD 5.1,Grimlock,,"Blind Senses. The grimlock can’t use its blindsight while deafened and unable to smell.
Keen Hearing and Smell. The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Stone Camouflage. The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.
Actions.
Spiked Bone Club. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.",,,medium,humanoid,neutral evil,11,11,2d8 + 2,30 ft.,16,12,12,9,8,6,1/4,"blindsight 30 ft. or 10 ft. while deafened (blind beyond this radius), passive Perception 13",,"Athletics +5, Perception +3, Stealth +3"
green-hag,5e,SRD 5.1,Green Hag,,"Amphibious. The hag can breathe air and water.
Innate Spellcasting. The hag’s innate spellcasting ability is Charisma (spell save DC 12). She can innately cast the following spells, requiring no material components: At will: dancing lights, minor illusion, vicious mockery
Mimicry. The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations with a successful DC 14 Wisdom (Insight) check.
Actions.
Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:13 (2d8 + 4) slashing damage.
Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised.
Invisible Passage. The hag magically turns invisible until she attacks or casts a spell, or until her concentration ends (as if concentrating on a spell). While invisible, she leaves no physical evidence of her passage, so she can be tracked only by magic. Any equipment she wears or carries is invisible with her.",,,medium,fey,neutral evil,17,82,11d8 + 33,30 ft.,18,12,16,13,14,14,3,"darkvision 60 ft., passive Perception 14",,"Arcana +3, Deception +4, Perception +4, Stealth +3"
night-hag,5e,SRD 5.1,Night Hag,,"Innate Spellcasting. The hag’s innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components: At will: detect magic, magic missile 2/day each: plane shift (self only), ray of enfeeblement, sleep
Magic Resistance. The hag has advantage on saving throws against spells and other magical effects.
Actions.
Claws (Hag Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.
Change Shape. The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn’t transformed. She reverts to her true form if she dies.
Etherealness. The hag magically enters the Ethereal Plane from the Material Plane, or vice versa. To do so, the hag must have a heartstone in her possession.
Nightmare Haunting (1/Day). While on the Ethereal Plane, the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and goodspell cast on the target prevents this contact, as does a magic circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target’s hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag’s soul bag. The reduction to the target’s hit point maximum lasts until removed by the greater restoration spell or similar magic.",,,medium,fiend,neutral evil,17,112,15d8 + 45,30 ft.,18,15,16,16,14,16,5,"darkvision 120 ft., passive Perception 16",,"Deception +7, Insight +6, Perception +6, Stealth +6"
sea-hag,5e,SRD 5.1,Sea Hag,,"Amphibious. The hag can breathe air and water.
Horrific Appearance. Any humanoid that starts its turn within 30 feet of the hag and can see the hag’s true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature’s saving throw is successful or the effect ends for it, the creature is immune to the hag’s Horrific Appearance for the next 24 hours. Unless the target is surprised or the revelation of the hag’s true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag.
Actions.
Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:10 (2d6 + 3) slashing damage.
Death Glare. The hag targets one frightened creature she can see within 30 feet of her. If the target can see the hag, it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.
Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like an ugly creature of her general size and humanoid shape. The effect ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have no claws, but someone touching her hand might feel the claws. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 16 Intelligence (Investigation) check to discern that the hag is disguised. A beast, humanoid, giant, or monstrosity can become a half-dragon. It keeps its statistics, except as follows.
Challenge. To avoid recalculating the creature’s challenge rating, apply the template only to a creature that meets the optional prerequisite in the Breath Weapon table below. Otherwise, recalculate the rating after you apply the template.
Senses. The half-dragon gains blindsight with a radius of 10 feet and darkvision with a radius of 60 feet.
Resistances. The half-dragon gains resistance to a type of damage based on its color.
Languages. The half-dragon speaks Draconic in addition to any other languages it knows.
New Action: Breath Weapon. The half-dragon has the breath weapon of its dragon half. The half-dragon’s size determines how this action functions.",,,medium,fey,chaotic evil,14,52,7d8 + 21,"30 ft., swim 40 ft.",16,13,16,12,12,13,2,"darkvision 60 ft., passive Perception 11",,
half-red-dragon-veteran,5e,SRD 5.1,Half--Red Dragon Veteran,,"Actions.
Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.
Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 +3) slashing damage if used with two hands.
Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.
Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.
Fire Breath (Recharge 5-6). The veteran exhales fire in a 15--foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.",,,medium,humanoid,any alignment,18,65,10d8 + 20,30 ft.,16,13,14,10,11,10,5,"blindsight 10 ft., darkvision 60 ft., passive Perception 12",,"Athletics +5, Perception +2"
harpy,5e,SRD 5.1,Harpy,,"Actions.
Multiattack. The harpy makes two attacks: one with its claws and one with its club.
Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit:6 (2d4 + 1) slashing damage.
Club. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.
Luring Song. The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the song must succeed on a DC 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated. While charmed by the harpy, a target is incapacitated and ignores the songs of other harpies. If the charmed target is more than 5 feet away from the harpy, the target must move on its turn toward the harpy by the most direct route, trying to get within 5 feet. It doesn’t avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the harpy, the target can repeat the saving throw. A charmed target can also repeat the saving throw at the end of each of its turns. If the saving throw is successful, the effect ends on it. A target that successfully saves is immune to this harpy’s song for the next 24 hours.",,,medium,monstrosity,chaotic evil,11,38,7d8 + 7,"20 ft., fly 40 ft.",12,13,12,7,10,13,1,passive Perception 10,,
hell-hound,5e,SRD 5.1,Hell Hound,,"Keen Hearing and Smell. The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Pack Tactics. The hound has advantage on an attack roll against a creature if at least one of the hound’s allies is within 5 feet of the creature and the ally isn’t incapacitated.
Actions.
Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.
Fire Breath (Recharge 5-6). The hound exhales fire in a 15--foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one.",,,medium,fiend,lawful evil,15,45,7d8 + 14,50 ft.,17,12,14,6,13,6,3,"darkvision 60 ft., passive Perception 15",,Perception +5
hippogriff,5e,SRD 5.1,Hippogriff,,"Keen Sight. The hippogriff has advantage on Wisdom (Perception) checks that rely on sight.
Actions.
Multiattack. The hippogriff makes two attacks: one with its beak and one with its claws.
Beak. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. Hit:8 (1d10 + 3) piercing damage.
Claws. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. Hit:10 (2d6 + 3) slashing damage.",,,large,monstrosity,unaligned,11,19,3d10 + 3,"40 ft., fly 60 ft.",17,13,13,2,12,8,1,passive Perception 15,,Perception +5
hobgoblin,5e,SRD 5.1,Hobgoblin,,"Martial Advantage. Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn’t incapacitated.
Actions.
Longsword. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. Hit:5 (1d8 + 1) slashing damage, or 6 (1d10 +1) slashing damage if used with two hands.
Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit:5 (1d8 + 1) piercing damage.",,,medium,humanoid,lawful evil,18,11,2d8 + 2,30 ft.,13,12,12,10,10,9,1/2,"darkvision 60 ft., passive Perception 10",,
homunculus,5e,SRD 5.1,Homunculus,,"Telepathic Bond. While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically.
Actions.
Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way.",,,tiny,construct,neutral,13,5,2d4,"20 ft., fly 40 ft.",4,15,11,10,10,7,0,"darkvision 60 ft., passive Perception 10",,
hydra,5e,SRD 5.1,Hydra,,"Hold Breath. The hydra can hold its breath for 1 hour.
Multiple Heads. The hydra has five heads. While it has more than one head, the hydra has advantage on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.  Whenever the hydra takes 25 or more damage in a single turn, one of its heads dies. If all its heads die, the hydra dies.  At the end of its turn, it grows two heads for each of its heads that died since its last turn, unless it has taken fire damage since its last turn. The hydra regains 10 hit points for each head regrown in this way.
Reactive Heads. For each head the hydra has beyond one, it gets an extra reaction that can be used only for opportunity attacks.
Wakeful. While the hydra sleeps, at least one of its heads is awake.
Actions.
Multiattack. The hydra makes as many bite attacks as it has heads.
Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit:10 (1d10 + 5) piercing damage.",,,huge,monstrosity,unaligned,15,172,15d12 + 75,"30 ft., swim 30 ft.",20,12,20,2,10,7,8,"darkvision 60 ft., passive Perception 16",,Perception +6
invisible-stalker,5e,SRD 5.1,Invisible Stalker,,"Invisibility. The stalker is invisible.
Faultless Tracker. The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.
Actions.
Multiattack. The stalker makes two slam attacks.
Slam. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. Hit:10 (2d6 + 3) bludgeoning damage.",,,medium,elemental,neutral,14,104,16d8 + 32,"50 ft., fly 50 ft. (hover)",16,19,14,10,15,11,6,"darkvision 60 ft., passive Perception 18",,"Perception +8, Stealth +10"
kobold,5e,SRD 5.1,Kobold,,"Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.
Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold’s allies is within 5 feet of the creature and the ally isn’t incapacitated.
Actions.
Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.
Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",,,small,humanoid,lawful evil,12,5,2d6 − 2,30 ft.,7,15,9,8,7,8,1/8,"darkvision 60 ft., passive Perception 8",,
